start,end,text
0.0,10.32, pero también el desarrollo de potenciales mercados externos se dé en un marco en el que el Estado y el sector privado lo hagan de manera colaborativa y asociada.
10.32,24.76, Hace 48 horas no más veíamos uno de los jugadores de lo que es el transporte de combustibles yendo a mercado y encontrando un nivel de apetito enorme para invertir en este tipo de infraestructuras.
25.080000000000002,42.84," Creo además que es importante, como lo describió bien Flavia, terminar con el reversal del norte. Todos sabemos y conocemos lo que en términos de corto plazo representa el declino de la cuenca de Bolivia y la oportunidad que representa no solamente"
43.160000000000004,61.040000000000006," matogoroso dozul en Brasil como de alguna manera, segunda inyección de gas de la Argentina hacia Brasil, sino también en términos de valor agregado de gas, lo que representa el desarrollo que matogoroso dozul se está dando de una de las plantas de fertilizantes más grandes de la región,"
61.96000000000001,72.36," sabiendo de alguna manera que los fertilizantes son un jugador central para la otra turbina de la economía argentina, que es el sector de agronegócios."
72.84,84.16, En ese marco también hay que dar en la geopolítica una discusión que no es menor. La discusión respecto de el gas como energía de transición.
84.96000000000001,100.80000000000001," Ustedes saben que ahí en algún punto en lo que son los multilaterales nos encontramos con una dualidad, por un lado la mirada muy europeizada de algunos multilaterales como el Vídeo del Banco Mundial, planteando que el gas no es energía de transición."
101.28,125.08," Obviamente los bancos de desarrollo regional, el caso más concreto es lo que conocemos como CAF, que es el Banco de Desarrollo Latinoamericano, que de alguna manera sí juega un papel con una mirada del gas como energía de transición y ha decidido financiarnos 540 millones de dólares para llevar adelante la operación de reversal del norte que nos permita"
125.08,143.07999999999998," inyectar gas para el norte argentino de vaca muerta, pero también para que nos permita de alguna manera empezar a pensar cómo inyectamos ese camino desde Bolivia a Brasil a partir de un trabajo con plantas compresoras."
143.60000000000002,157.20000000000002, Creo además en paralelo que la discusión de gas como energía de transición tiene que venir a palancada de que la construcción de infraestructuras es tan útil para el gas como para el hidrógeno.
157.32,186.51999999999998," Ustedes saben que en los próximos días el Gobierno está enviando al Congreso dos leyes claves, una vinculada al GNL, otra vinculada al hidrógeno para promover con mecanismos de disponibilidad divisas, de beneficios impositivos, la posibilidad de que tengamos capacidad de desarrollar esas energías y sobre todo que tengamos la capacidad de generar las inversiones que de alguna manera en materia de"
