start,end,text
0.0,4.08," La verdad es que primero quiero agradecerles,"
4.16,8.6," nos escuchamos a todos y a todas,"
8.68,14.120000000000001," algunos más efusivos, otros un poco más moderados,"
14.200000000000001,17.68, pero todos con la buena leche de estos años
17.76,19.76, que venimos trabajando.
19.84,24.080000000000002," Y les agradezco porque sé que a lo largo de estos meses,"
24.16,27.96, desde el momento en que me tocó hacerme cargo
28.0,32.120000000000005," del Ministerio de Economía, con todo lo que eso significaba,"
32.2,36.480000000000004," tal vez poco me alejé de la política,"
36.56,39.760000000000005," pero la responsabilidad hoy central,"
39.84,44.08, en un país que vivió un endeudamiento feroz
44.16,47.88, y que de alguna manera es una herencia
47.96,50.72," que la va a perseguir a la Argentina por muchos años,"
50.8,53.96, en un país que le tocó enfrentar una pandemia
54.040000000000006,57.8," como el resto del mundo, pero sin crédito,"
57.8,61.36, y eso fue todo emisión y esa bola de pesos
61.44,64.92, que hoy en gran parte explica la inflación
65.0,68.75999999999999," por falta de crédito multilateral y por falta de crédito soberano,"
68.84,71.47999999999999, porque Argentina estaba renegociando su deuda
71.56,73.56, y tardó una eternidad.
75.36,79.03999999999999," De alguna manera también lo que vino después es la guerra,"
79.12,82.75999999999999," los precios internacionales, cómo impactaron,"
82.84,87.2," y finalmente la sequía, para que tomen dimensión,"
87.28,91.24000000000001, es como si en una casa que planificaban
91.32000000000001,94.12," que iban a entrar 100 pesos por mes,"
94.2,97.64," y planificaban sus gastos por 97 pesos por mes,"
97.72,99.44, van a entrar 80.
99.52000000000001,102.8, Así de simple es la cuenta del impacto de la sequía
102.88,106.24000000000001," y de todo lo que hay que hacer con el fondo,"
106.32000000000001,109.08," con los multilaterales, con los BRICS,"
109.16,112.16," con China, con Brasil, con los importadores,"
112.24000000000001,114.08," para tratar de sostener el nivel de actividad,"
114.16,116.28," hoy veíamos a la mañana con el vasco,"
116.32000000000001,118.48," los números de nivel de actividad,"
118.56,121.96000000000001," poníamos crédito para la producción,"
123.4,126.2," mantenemos niveles de consumo razonable,"
126.28,130.0," pero obviamente con el drama terrible que representa la inflación,"
130.08,132.32," que hace que la gente sienta que no le alcance,"
132.4,135.88, y es un tema que además nos golpea
135.96,139.36," en el sector más noble de nuestra sociedad,"
139.44,142.84," que es la que hace media laborante, que pierde ingreso,"
143.84,147.56, pero tiene que ver centralmente con una suma de factures
147.64000000000001,150.08, que empiezan en el endeudamiento
150.16,153.68, que sacó de la cancha de la Argentina en el año 2018.
155.76,158.12," Dicho esto, porque mi responsabilidad"
158.2,160.2," sigue siendo ser ministro de Economía,"
160.28,163.08," sigue siendo estar al frente de resolver los problemas,"
163.16,165.92000000000002, sí me parecía importante acompañarlos
166.0,167.72," en esta reunión de mesa hoy,"
167.8,169.88," porque es clave que el 10 de junio,"
169.96,172.32," cuando hagamos el Congreso,"
172.4,175.96, fijemos una posición política definitiva
176.04,179.4," de cara al año electoral que viene,"
179.48,181.56," respecto de respaldo de candidatura,"
