start,end,text
0.0,6.0," Muy buenas tardes, casi noche ya para todos."
6.0,12.0," Querido embajador, queridos amigos y amigas."
12.0,14.0, Quiero hacer primero una aclaración.
14.0,16.0, ¿Es salón del automóvil?
16.0,18.0," No, es de la moto."
18.0,23.0," Entiendo que el doble sombrero a veces lleva confusiones,"
23.0,28.0, pero la verdad es que hoy quiero saludarlos.
28.0,34.0, Primero agradecerles y después darles una muy buena noticia.
34.0,44.0, Mi agradecimiento central es porque efectivamente a lo largo de los últimos cinco años
44.0,48.0, la industria de la moto se viene recuperando paulatinamente.
48.0,56.0, Basta con mirar el periodo de enero a abril en los últimos cinco años en patentamientos.
56.0,62.0, Estamos en el cuatrimestre de más alto patentamiento de los últimos cinco años
62.0,67.0, con 169 mil patentamientos de acuerdo a los datos que ustedes mismos publican
67.0,73.0, contra 158 en el 2022 que había sido el mejor.
73.0,82.0," Y eso me parece que es parte, como decía hoy el Vasco a la tarde cuando hablábamos de este tema,"
82.0,88.0, es parte centralmente del trabajo planificado.
88.0,95.0," La Argentina tiene hoy una restricción que la conocemos todos,"
95.0,102.0, la sequía nos arrancó de un día para el otro casi 20.000 millones de dólares
102.0,109.0, y eso obviamente que en las cuentas de cualquiera sea una empresa o sea un país influye.
109.0,116.0," Y sin embargo este sector se sentó a la mesa, planificó importaciones,"
116.0,125.0," planificó mecanismos de pago, garantizó la presencia y sobre todo las cosas,"
125.0,131.0, la permanencia en el trabajo de su mayor parte de trabajadores.
131.0,138.0, Gracias a Abel Furlan por acompañarnos porque estar en una mesa planificada
138.0,143.0," que conjunta a empresarios, trabajadores y Estado para nosotros es muy importante"
143.0,152.0, y obviamente que cuando miramos números lo que miramos es datos de la realidad.
152.0,159.0," 28% de crecimiento en los últimos cinco años en la producción y en la facturación de este sector,"
159.0,164.0, el régimen nos generó 500 nuevos puestos de trabajo en los últimos tres años
164.0,171.0," pero sobre todas las cosas la aparición de un mercado con programa, además de venta en cuotas fijas,"
171.0,177.0, con programa de venta garantizada nos amplió y nos mejoró la oferta y nos mejora la conectividad.
177.0,184.0," La moto, la bici eléctrica son mecanismos no solamente de generación de proyectos industriales"
184.0,189.0, sino de conectividad en la mayoría de las ciudades y pueblos de nuestro país.
189.0,198.0," Yo quiero hoy anunciarles que esa certidumbre que necesitan para los próximos cinco años ya está en marcha,"
198.0,205.0, hoy arrancamos el proceso de renovación del decreto para que a partir de la semana que viene
205.0,211.0," ya esté a la firma del presidente y tengan garantizado el periodo 2023-2028,"
212.0,220.0," obviamente con una condición que para nosotros es central, que es ir agregando mano de obra,"
220.0,227.0," ir agregando contenidos y piezas locales, cuanto más sea el agregado de valor local,"
227.0,235.0," más trabajo argentino, menor nivel de importaciones y mayor volumen y capacidad de producción"
235.0,238.0, y de sostenimiento del mercado interno para la Argentina.
238.0,244.0, Este es un sector que tímidamente empezó a exportar a nivel regional.
244.0,252.0," Tenemos que crecer, tenemos que en todo caso apostar a ese valor agregado argentino"
252.0,258.0, que se genera en cada una de las empresas que a lo largo y a lo ancho del país
259.0,267.0, llevan adelante esta tarea para garantizar que podamos ocupar regionalmente mercados
267.0,270.0, que nos permitan generar divisas para la Argentina.
270.0,279.0, Yo creo firmemente que el programa 2030 de desarrollo de la Argentina
279.0,283.0, recién visitábamos la exposición de minería.
284.0,288.0, Y el sector minero es un sector que claramente en los próximos 10 años
288.0,292.0, nos va a dar un volumen de exportaciones inimaginables.
292.0,295.0, Estamos hablando de otro campo.
295.0,300.0," La minería va a ser otro campo para que una sequía no voltee una economía,"
300.0,307.0, así como la energía va a ser otro campo para que de alguna manera frente a la dificultad
307.0,309.0," que aparezca en uno o en otro sector,"
309.0,314.0, no tengamos que enfrentar las dificultades que nos toca enfrentar hoy.
314.0,319.0," Pero mientras tanto, lo que tenemos que hacer es industrializar."
319.0,323.0," Porque cuando hablamos de energía hablamos de un commodity,"
323.0,326.0," cuando hablamos de agro hablamos de un commodity,"
326.0,329.0, cuando hablamos de minerales hablamos de commodities.
329.0,336.0, El desafío más importante es que Argentina exporte commodities con valor agregado.
336.0,343.0," Una tonelada de trigo vale 450 dólares, una tonelada de fideos vale 1300 dólares."
343.0,346.0, Argentina exporta trigo y importa fideos.
346.0,352.0, El gran desafío es que en lo que tiene que ver con la exportación de minerales
352.0,358.0, con valor agregado el sector de ustedes y el sector del automobilismo o del automotriz
358.0,360.0, sean jugadores centrales.
360.0,364.0, Y en los sectores energéticos tengamos la capacidad también de agregar valor
364.0,368.0, para aumentar el volumen y el precio de nuestras exportaciones.
368.0,374.0," La Argentina resuelve su restricción, se aumenta sus exportaciones."
374.0,381.0, Todo lo demás ya lo probamos a lo largo de los últimos 50 años y no funcionó.
381.0,386.0," Exportar trabajo argentino, ocupar mercados en el mundo"
386.0,390.0, para garantizar el crecimiento y el desarrollo de la Argentina.
390.0,396.0," Ustedes también tienen una tarea, nosotros tenemos la obligación de darles certeza."
396.0,402.0, Y por eso desde el lunes se pone en marcha el procedimiento que les da por los próximos 5 años
402.0,407.0," un régimen que apuesta a mano de obra argentina, a valor agregado en las motos"
407.0,411.0, y a exportaciones de nuestras motos para la región y para el mundo.
411.0,414.0," Porque no, muchas gracias y felicitaciones por el salón."
