start,end,text
0.0,3.0," Primero que nada, la verdad de agradecerte de verdad que viniste acá,"
3.0,7.2," en un momento difícil, obviamente es difícil muchas veces responder preguntas,"
7.2,13.5, yo tengo en la cabeza las preguntas que seguramente tiene cualquiera de las personas acá en el salón
13.5,17.7," y seguramente también muchos de los que tienen que no están acá, los ciudadanos comunes a pie."
17.7,22.1," Así que mis preguntas no van a ser tan técnicas, pero sí son las preguntas que todos tenemos en la cabeza"
22.1,25.900000000000002, y es muy bueno poder hacer esto a través de un diálogo y no a través de una presentación.
25.900000000000002,27.400000000000002," Así que bueno, mi gracias realmente."
27.400000000000002,28.2," No, por favor."
28.8,30.8," Primero pregunta, no puedo dejar de hacértela,"
30.8,33.6," todo el mundo está preocupado por el tema de las reservas,"
33.6,37.8," venimos a Cuentagotas mirando todos los días, no solamente los economistas,"
37.8,41.6," sino en general, si hubiese un taxi te preguntan, al menos me preguntan a mí,"
41.6,44.0, ¿y qué sabe de las reservas? ¿Cómo está el tema de las reservas?
44.0,47.8, Así que te la dejo esa para que se la responda a ser el taxista.
47.8,54.8," Bueno, voy a tratar de ser lo menos técnico posible y lo más práctico posible."
54.9,63.8," Todos saben que el cierre del 22 había sido con 8.8 billones de reservas netas positivas,"
63.8,69.39999999999999, básicamente producto de un trabajo que se hizo entre agosto y diciembre
69.39999999999999,73.4," para tratar de recuperar y de consolidar reservas,"
73.4,78.8, y apareció la sequía y apareció la sequía más grande de la historia.
78.8,85.39999999999999," Desde 1906, hoy el presidente de la sociedad rural me mandó un informe histórico"
85.39999999999999,89.8," de los ciclos políticos alrededor de las sequías,"
89.8,98.0," pero en términos de impacto económico, uno podría decir que sobre 42.000 millones de dólares"
98.0,105.2," de producción esperada y exportaciones, vamos a cerrar el año en 27, 26,"
105.2,112.8," algunos dicen 24, con el impacto que eso tiene en la perspectiva de acumulación de reservas"
112.8,116.8, y sobre todas las cosas en la estabilidad.
116.8,120.4, Esta idea de que la estabilidad de la economía argentina depende mucho
120.4,126.2," de que tengamos al Banco Central activo cuidando reservas,"
126.2,130.6," en nuestro caso y en nuestra mirada desde hace algunas semanas también,"
130.6,134.0, cuidando la estabilidad de los dólares financieros.
134.0,137.2," A mí me gustaría plantear cuáles son las canastas de reemplazo,"
137.2,144.8," porque de alguna manera lo que vos tenés que plantearte cuando entras en situaciones excepcionales,"
144.8,151.6," el fondo calificó Game Changer a la sequía, o sea dijo, esto es un cambio de juegos,"
151.6,157.6, repensar todo y obviamente nos obliga a repensar todo.
157.6,162.6, La primera decisión tuvo que ver con lo energético.
162.6,170.6, Dejamos de importar casi 1.900 millones de dólares porque decidimos avanzar
170.6,173.6, a fondo con la construcción del gasoducto.
173.6,180.6," El viernes se hace la última soldadura, a las 2 de la tarde los invito a compartir via streaming"
180.6,187.0," lo que va a representar un hecho histórico, la última soldadura del gasoducto Néstor Kirchner"
187.0,191.6, con lo que representa en términos de ahorro de importación de energía.
191.6,198.2, Y a partir de ahí obviamente las pruebas de hidráulicas y todo lo que eso significa.
198.2,203.2, La segunda canasta tiene que ver con la estacionalidad.
203.2,210.6," Habitualmente la Argentina compraba spot energía de barcos en el invierno,"
210.6,215.0," aprovechamos el final del invierno europeo, hicimos una compra anualizada,"
