start,end,text
0.0,8.64," Bueno, hola, Agustín y a todos los que están ahí viviendo este momento histórico,"
8.72,11.72, único para la Argentina.
11.8,14.52," Buenas tardes, presidente."
14.6,22.36, La verdad es que hoy es un día de esos que marcan historia para la Argentina.
22.44,27.88," Quiero antes de darte la palabra Agustín, agradecerle al gobernador de Neuquén"
27.88,31.56," que nos está acompañando acá en el Ministerio de Economía,"
31.64,34.56," al secretario general de la WOM y de la WOCRA,"
34.64,37.4," que también nos están acompañando acá en el Ministerio,"
37.48,44.76, a los presidentes de las compañías que trabajaron en esta titánica tarea
44.84,50.120000000000005," que venimos atravesando a lo largo de los últimos meses,"
50.2,57.4, decirles que realmente para nosotros hoy marco un antes y un después
57.4,61.0," de la política energética de Argentina y sería muy bueno, Agustín,"
61.08,66.67999999999999, que empieces a contarnos qué significa esto de la última soldadura regular
66.75999999999999,69.32, y qué significa en términos de la obra.
69.4,75.48, La verdad es que hay 5 o 6 ideas que me parece que son importantes
75.56,81.24, que aprovechemos para dejar sentadas sobre la base de qué representa el gasoducto.
81.32,86.88," Como vos bien decís, lo primero que representa es ahorro de divisa."
86.96,92.83999999999999," En este año 2.100 millones de dólares menos que vamos a importar de gas,"
92.92,97.11999999999999, que se suman además a la decisión que tomamos en febrero de trabajar
97.19999999999999,100.39999999999999, con compra y pago anticipado del gas de invierno
100.47999999999999,103.84, para que tengamos menor presión sobre nuestras reservas.
103.91999999999999,111.19999999999999," En segundo lugar, significa la demostración de que cuando impulsamos una idea,"
111.28,115.91999999999999," lo hacemos con orden, con decisión, con determinación,"
115.96000000000001,119.88, de que cada uno hace lo que tiene que hacer y no cada uno hace lo que cree
119.96000000000001,125.36," que tiene que hacer, sino que todos hacen su parte y trabajamos todos juntos,"
125.44,133.08," podemos encontrar que trabajadores, empresas, Estado Nacional, provincias,"
133.16,138.4," municipios, podemos empujar una obra que es récord para la historia argentina"
138.4,145.52," y además, digamos lo, debió haberse iniciado allá por el 2018"
145.6,150.12," y desgraciadamente una pésima idea de suspenderla,"
150.20000000000002,155.32, que en términos de divisas a la Argentina le costó casi 8.000 millones de dólares
155.4,156.8, de reservas.
156.88,163.76, Digo esto porque además esta es una iniciativa que tiene fuente de financiamiento
163.84,169.51999999999998," en una norma impulsada desde el Congreso, lo que se denominó el aporte solidario,"
169.6,174.64," gran parte de lo que aportaron aquellos que, digamos,"
174.72,178.84," desde lo que se llamó el aporte a las grandes fortunas pagaron,"
178.92,183.07999999999998," financió esta obra que mejora nuestra competitividad industrial,"
183.16,188.16, que mejora el volumen de abastecimiento en hogares
188.23999999999998,192.6, y que nos da la oportunidad de dejar de importar un recurso
192.64,195.84, que la Argentina tiene en su subsuelo.
195.92,199.88," Quiero aprovechar también para contarle, Presidente,"
