start,end,text
0.0,1.12, Gracias por venir a la ciudad.
1.2,2.24," Gracias por la invitación, Ale."
2.32,5.64, Vamos a echarla un rato y después vamos a estar conversando
5.72,9.64," con Francisco Luis Mora, le dicen Luchín a Francisco."
9.72,14.040000000000001," Es el papá de Martín Mora Negretti, al chiquito de él."
15.52,17.44, Lo asesinaron en Mar del Plata el día del padre.
17.52,20.32," ¿Se acuerdan que lo acuchiciaron en el pecho,"
20.400000000000002,22.0, estos unos menores?
22.96,25.64," Y nada, apareció el papá, se comunicó conmigo por teléfono,"
25.72,27.72," se hace un tiempo, te lo cuento vos."
28.68,30.88," Y le digo, dale, venite."
30.96,32.92," Me dice, tengo una... Venite, venite."
33.0,35.36," De Mar del Plata, tiene una despensa."
36.32,37.72," Pero bueno, eso va a ser un ratito."
37.8,39.239999999999995, Así que vamos a hablar un poco a nosotros dos.
39.32,40.519999999999996," ¿Cómo andas, Horacio?"
40.6,42.32, Te estaba apuntando de que a veces...
42.4,43.32," La verdad, lo vi, lo vi."
43.4,44.44," Te es terrible, hermano."
44.519999999999996,46.28," La vida, viste... Terrible."
46.36,48.480000000000004, Pero vos sabes que me llegó porque...
49.08,50.36, No sé cómo me lo contó Horacio.
50.44,51.519999999999996, Me lo contó de un lugar...
51.599999999999994,52.4," No, no, no."
52.480000000000004,53.72, ¿Qué tiene que hacer el tipo acá?
53.8,57.08," Hablando conmigo al aire, hablando de la muerte lijo."
57.12,59.8," O sea, tendré que la vida que lo pone en un lugar..."
59.879999999999995,60.879999999999995," Terrible, terrible."
60.96,63.0, Yo como padre no puedo ni imaginarme.
63.08,65.44," Es el gran drama a la gente, entre otros."
65.52,66.24, Sin duda.
66.32,67.75999999999999, Pero el tema de la inseguridad es de una madre.
67.84,71.0," Conurbano está terrible, en zonas como Rosario."
71.08,73.96," Pero ahí, déjame dar un mensaje positivo y optimista."
74.03999999999999,74.84, A ver.
74.92,76.75999999999999, La verdad que en la ciudad de Buenos Aires bajamos los delitos.
76.84,79.8," Hoy tenemos el índice delito más bajo de la historia,"
79.88,80.96, más bajo de detesta.
81.03999999999999,81.92, Te escuché el otro día.
82.0,83.64, Te escuché cuando empezaste a hablar de...
83.72,85.64," Los datos son públicos, tenemos un mapa del delito"
85.68,86.8, que muestra todos estos datos.
86.88,87.88," Púchame, y eso lo..."
87.96,90.16, Es la tasa delito más baja de toda Latinoamérica.
90.24,91.64," Lo logran más baja que en Montevideo,"
91.72,92.68, que en Santiago de Chile.
92.76,94.24, Y esto...
94.32,96.52, Te escuché el otro día cuando diste una conferencia de prensa
96.6,99.2," que le tiraste un cumplido,"
99.28,101.64," un centro, diríamos, en un buen sentido, a tu policía."
101.72,102.8," O sea, esto..."
102.88,103.8," Uy, yo la policía."
103.88,105.72," Un gran trabajo de la policía,"
105.8,107.48, del Instituto de Formación Policial.
107.56,110.24000000000001," Es una cosa, cuántas sé que la policía es de ustedes."
110.32,112.6, Desde el principio del 2016.
112.68,113.88, Van a ser siete años...
113.96,115.52, ¿La vos la viste en hacer esa policía?
115.6,116.88," La vi en hacer, por supuesto."
116.96,119.03999999999999," Esa policía, la policía antes,"
119.11999999999999,120.83999999999999," estaba la policía metropolitana,"
120.92,123.03999999999999, que había llegado a tener seis mil efectivos.
123.11999999999999,126.0, Y en el 2016 nos pasaron la policía federal
126.08,128.44," que estaba en la ciudad, 20.000 más o menos."
128.51999999999998,130.35999999999999," Y conformamos una fuerza nueva,"
130.44,131.12, tenemos un...
131.2,132.48," Desculpame para saber, perdóname,"
132.56,136.0," hay muchos federales que sobrevivieron,"
136.07999999999998,137.6," o sea, eran federales antes."
137.68,140.44, Los veíamos policía federal y pasaron a ser...
140.51999999999998,143.0, Era la famosa elección que decidieron
143.08,146.68, que se podían quedar con el federal o pasar a la...
146.76,148.8, En realidad los que estaban en la ciudad de Buenos Aires
148.88,150.36, pasaron a la policía de la ciudad.
150.44,152.96," Después, alguno por ahí que era orión de alguna provincia"
153.04,154.16, volvió a su provincia de origen.
154.24,156.04, Pero la mayoría se quedó acá.
156.12,159.64, Y a partir de eso empezamos un proceso de mejora de la capacitación.
159.72,162.04," Tenemos un instituto ahí al lado de la cancha de partido español,"
162.12,165.88," que es de primera, de poner cámaras, incorporar tecnología."
165.96,167.36, Tenemos un sistema de videovigilancia.
167.44,168.96," Y la sentís... Desculpame, perdóname."
169.04000000000002,171.24, La sentís este...
172.4,175.12," Entendeme la pregunta, no, no, no es tuya."
175.20000000000002,177.32," No es tuya, pero la sentís tuya."
177.4,179.4," La sentís como que es de la ciudad, es tuya,"
179.48000000000002,181.4, tuya te responde.
181.48000000000002,183.88," No, a ver, tengo una, digamos, un..."
183.96,185.48000000000002," Entendeme, no, no te estoy diciendo que es tuya."
185.56,187.36," Un vínculo de confianza enorme, mía, no es eso."
187.44,189.28," Ya lo sé, pero la sentís como que..."
189.36,191.04000000000002," Pero sí la siento propia como porteño,"
191.12,193.68, como espero que la sientan todos los porteños.
193.76000000000002,195.4, Los porteños y los muchísimos argentinos
195.48000000000002,196.68," que viven todos los días a la ciudad,"
196.76000000000002,198.92000000000002," que estudian acá, que viven, que trabajan."
199.0,200.6, Esta es la capital de todos los argentinos.
200.68,202.36," Y yo la siento como propia, por supuesto."
202.44,204.52, Es un orgullo a la policía de la ciudad.
204.6,207.92000000000002, Es la policía que bajó los delitos al mínimo de la historia.
208.0,210.24, Es la policía que enfrenta situaciones muy difíciles
210.32,211.56, como en el fin de semana pasado.
211.64000000000001,212.64000000000001, Quiero hablar de...
212.72,214.72, Esto es decisión política muy firme
214.8,216.56, de luchar contra la seguridad y un plan.
216.64000000000001,219.0," Plan muy metódico, todo planificado,"
219.08,221.44," año por año, como íbamos avanzando."
221.52,224.16, Y los resultados están. Se puede mejorar la seguridad.
224.24,225.72," Vamos a pasar por un montón de cosas,"
225.8,227.8," vamos a hablar del país, vamos a hablar de la economía,"
227.88000000000002,230.12," vamos a hablar de la situación social,"
230.20000000000002,231.48000000000002," vamos a hablar de la grieta,"
231.56,233.88000000000002," de cómo se puede llevar adelante un país con tanto enojo,"
233.96,236.12, con tanta separación.
236.20000000000002,240.20000000000002, Necesito que me cuentes un poco la minucia de qué pasó acá.
240.28,243.28, Contadme cómo fue el tema de ver...
243.36,244.8, ¿A quién se le ocurrió poner vallas?
244.88000000000002,246.92000000000002, Vos es que todas mis preguntas son absolutamente...
247.0,249.0, No son...
249.08,252.28," A ver, son preguntas que salen por ahí desde mi sentido común."
252.36,253.36, ¿Cómo fue?
253.44,255.24," No del sentido común, de mi sentido común."
255.32000000000002,259.16," No, de mi... diría relato interno."
259.24,260.64, Yo cuando vi las vallas...
260.72,262.64," Te verdad, cuando vi las vallas dije..."
262.72,264.28000000000003, ¿Cómo se le ocurrió poner vallas?
264.36,268.56," Se fueron directamente a trajiste, a todos los que estaban ahí."
268.64,270.88," Se estaban en Parque de Lesama, se vinieron todos para ahí."
270.96000000000004,271.96000000000004, Perdón.
272.04,276.2, Las vallas son la consecuencia de cinco días seguidos
276.28000000000003,278.0, de lo que empezó siendo una manifestación
278.08,280.04," el día del alegato del fiscal,"
280.12,282.08, que hubo una manifestación que en el momento se puso tensa
282.16,285.12," porque había dos grupos, la policía de la ciudad los dividió,"
285.12,287.56," para evitar una situación de violencia mayor,"
287.64,289.6, actuó muy bien la policía.
289.68,292.68," A partir de eso hubo manifestaciones el martes,"
292.76,295.24," después el miércoles, el jueves..."
295.32,297.28000000000003, Y el viernes fue un descontrol.
297.36,298.36, Perdón.
298.44,299.88, De las tres de la tarde hasta las dos de la mañana...
299.96,301.96, ¿Están me replontarte los vecinos de ahí?
302.04,303.24, ¿Te hacían denuncias?
303.32,304.72," Obvio, todos los días."
304.8,307.08," Una cosa, es una manifestación."
307.16,308.56," Que hay en la ciudad de Buenos Aires,"
308.64,311.12, derecho constitucional a manifestarse y está bien.
311.2,312.32, Una manifestación.
312.4,314.92," Otra cosa, son cinco días seguidos"
315.0,317.0," de toma del espacio público,"
317.08000000000004,319.24," de gente que se quedaba hasta las dos de la mañana,"
319.32,321.8," tirando petardos y haciendo ruido en el barrio,"
321.88,324.96000000000004," había puestos de comida, algunos con fuego,"
325.04,326.40000000000003, gente subida a los árboles.
326.48,327.84000000000003," Pero, ¿no es una manifestación?"
327.92,329.04," O sea, cinco días seguidos."
329.12,330.84000000000003, ¿Vos conoces un iniciado en la política?
330.92,333.0, ¿Vos justamente sos un tipo...
333.08000000000004,335.32, políticamente hablando inteligente?
335.40000000000003,336.52000000000004, No sos de los...
336.6,337.6, Gracias.
337.68,338.76," En serio, entendés de esto."
338.84000000000003,341.28000000000003, Ya se van muchos años en esta jungla.
341.36,343.40000000000003," Vos cuando decidieron poner valla,"
343.47999999999996,346.12, no sabía que iba a ser...
347.15999999999997,349.47999999999996, parte del relato que muchos necesitan.
349.56,351.64, La policía de la reta.
351.71999999999997,352.56, Mandaste...
352.64,355.56," Bueno, a ver, tenés todas las justificaciones habidas por ahí,"
355.64,357.12," decirme, ¿qué creas a tu la denuncia?"
357.2,359.64," Pero esto es un país, ¿vos sabes cómo es este país?"
359.71999999999997,363.4," Sí, pero mi responsabilidad es cuidar a los vecinos de la ciudad."
363.47999999999996,365.84, No es estar viendo las consecuencias políticas
365.91999999999996,367.56, de lo que iba a decir uno u otro.
367.64,368.91999999999996, Acá había un barrio de la ciudad
369.0,372.12, que se llevaba cinco días seguidos de estar prácticamente tomado.
372.12,374.12, No había otra donde además...
374.2,377.96," A ver, con lo que hicimos, el resultado funcionó."
378.04,380.2," Esa noche se fueron todos a dormir en su casa,"
380.28000000000003,381.72," después de las vallas, ¿eh?"
381.8,382.96, No hubo más tomas.
383.04,385.92, Al día siguiente hubo gente y ahora cada día hay menos.
386.0,388.52, Hoy se cortó la calle 10 minutos.
388.6,389.6, 10 minutos.
389.68,392.48, Ya no hay el descontrol que había la semana pasada.
392.56,395.64," Compuestos de comida, gente subía a los árboles,"
395.72,397.32, calle cortada durante todo el día.
397.4,400.36, Vos sí que te salió bien o la ganaste.
400.44,403.0," Yo voy a los resultados, que es lo que yo tengo que buscar."
403.08000000000004,404.08000000000004, Sores resultados.
404.16,406.32, Es que es lo que a mí me toca es mejorar la vida de la gente.
406.40000000000003,409.0," Era una zona que estaba totalmente tomada,"
409.08000000000004,411.64," donde hoy hay manifestaciones que está bien que las haya,"
411.72,412.72, tienen derecho.
412.8,414.52000000000004, Yo no puedo prohibir que haya alguien vaya a la vereda
414.6,417.12, de la casa de la vicepresidenta.
417.2,420.96000000000004, Lo que no hay hoy es un corte de calle durante todo el día.
421.04,422.04, Hoy no lo hay.
422.12,424.24, Entonces hubo un avance.
424.32,427.16, Y un avance a partir del trabajo en la policía de la ciudad.
427.24,429.24," Como te dije antes, es un orgullo."
429.32,431.8, Donde además siempre buscamos el equilibrio
431.88,434.32," entre recuperar el orden público,"
434.40000000000003,436.28000000000003," pero sin una escalada de violencia,"
436.36,439.24, porque la paz y la tranquilidad social también es un valor.
439.32,441.72, Ten en cuenta una cosa.
441.8,444.6, Este programa ya está ahora.
444.68,446.72," No te estás viendo en capital nomás, ¿eh?"
446.8,449.56," Te estás entrando a todas las casas, a toda Argentina."
449.64,454.12," Entonces, también mucha gente, viéndote,"
454.2,456.76, saca conclusiones o mide
456.84,459.48," cómo pensás vos a futuro y decidí,"
459.56,461.4," bueno, a ver cómo es este hombre,"
461.48,462.88, cómo piensa y cómo actúa.
462.96,465.24," Entonces, yo te voy a preguntar algunas cosas de las decisiones"
465.32,466.2, o cómo fueron tomadas.
466.28,470.28," Por ejemplo, ¿qué le respondés vos a los que te dijeron?"
470.36,471.8," Y pero la poli de la reta,"
471.88,473.8, ¿viste qué dicen la policía de la reta?
473.88,476.71999999999997," Nos reprimió, nos cagaron a palos."
476.8,477.71999999999997, No es cierto.
477.8,479.88, No hubo un solo manifestante herido.
479.96,481.59999999999997," Sí, bueno, estuvo el periodista guasora,"
481.68,482.88, tenía la cabeza partida.
482.96,486.52, Hubo 20 policías que terminaron el hospital.
486.56,489.4," Yo fui a visitar uno de ellos el lunes, 20."
489.47999999999996,491.0, Y no hubo un manifestante herido.
491.08,493.64," Ahora, hubo una situación de violencia y agresión"
493.71999999999997,496.91999999999996," sobre la policía constante, que ustedes la mostraron en los medios."
497.0,498.32," Y la policía, con mucho tempo..."
498.4,502.64, ¿No describirías entonces como actitud represiva de parte de la policía?
502.71999999999997,504.32," No, hubo una actitud firme de la policía,"
504.4,506.4, de no aceptar situaciones de violencia.
506.47999999999996,508.28, Y no lo va a aceptar nunca la violencia.
508.35999999999996,509.44, No la va a aceptar nunca.
509.52,510.4, Por supuesto que no.
510.47999999999996,514.64," Ahora, a la violencia, no la combatimos con más violencia"
514.76,515.88, para que la cosa escale.
515.96,518.68," En ese sentido, el valor de la paz social,"
518.76,520.84, de la tranquilidad es muy importante también.
520.92,523.6, Yo no creo que la violencia se combata con más violencia.
523.68,525.12, De ninguna manera.
525.1999999999999,526.84," La violencia y que enfrentarlo como hizo la policía,"
526.92,528.96," obviamente no permitiéndola,"
529.04,531.52, obviamente plantándose la policía.
531.6,533.6, Y también buscando acuerdos.
533.68,535.24," O sea, habló con el gobierno nacional"
535.3199999999999,537.24, y a las dos horas no había nadie en la zona.
537.3199999999999,539.96, Se fueron todos a su casa como corresponde y en forma pacífica.
