start,end,text
30.0,39.519999999999996, 경우
39.519999999999996,41.72, con banca privada Galicia inverties in limites por
41.72,44.4, que invertís en fondos nacionales internacionales con
44.4,47.06, expertos que te asesoran en cualquier momento te ayudamos
47.06,49.46, con tus inversiones para que solo piense en disfrutar
49.46,60.5, oracio rodríguez la reta bienvenido buenas noches carlos gracias
60.5,66.34, por la invitación si andamos bien pregunta personal te hubiera
66.34,69.52, gustado competir con macri te perdiste una oportunidad con
69.52,73.18, esta noticia de ayer mira yo dije que mi decisión de competir
73.18,78.3, no dependía de si jugaba uno macri vital carrió quien sea yo creo
78.3,81.53999999999999, que creo que yo estoy preparado tengo la experiencia
81.53999999999999,85.42, muchos años de gestión en el estado muy orgulloso del trabajo
85.42,88.53999999999999, que venimos haciendo en la ciudad de Buenos Aires tengo energía
88.53999999999999,91.5, infinita la 1.000 horas por día y creo que la argentina
91.5,95.5, necesita eso trabajo trabajo trabajo con lo cual no es fijo
95.5,98.86, demasiado que otros candidatos puede haber sorprendió lo de
98.86,104.22, ayer o venías viendo que no yo tengo bastante diálogo con él
104.22,107.22, y no es que me lo había dicho explícitamente pero pero de
108.14,112.98, como es eso de que trabajas cuánto es bueno malo trabajar tanto
112.98,117.38, chico que bueno porque a ver porque primero a mí me apasiona
117.38,119.98, lo que hago tengo la suerte de que me gusta mucho lo que hago
119.98,123.14, el transformar y cambiar las cosas yo voy por la ciudad veo cosas
123.14,127.46000000000001, nuevas veo no sé la seguridad mejor de la historia de la ciudad
127.46000000000001,132.06, mí me realmente me llena mucho eso el sentir que puedo transformar
132.06,134.38, y cambiar las cosas para que la gente vida mejor tengo ocasión
134.38,138.74, pública de chiquito con lo cual me me apasiona realmente y creo
138.74,143.01999999999998, que en eso es bueno trabajar mucho te hago otra pregunta referido
143.01999999999998,145.46, a lo de hacer después ya vamos a ir hablando más del futuro
146.78,151.34, viene una una argentina una elección que yo ya diría
151.34,156.14, definitivamente sin macri sin cristina eso qué significa
157.42,161.42, yo creo que entramos en una nueva creo y quiero y propongo
161.45999999999998,164.05999999999997, que entremos en una nueva era en la argentina dejando de lado
164.05999999999997,167.89999999999998, las peleas las agresiones a que la discusión en esta nueva
167.89999999999998,170.82, lección esta lección que viene es vamos a seguir con la violencia
170.82,174.06, en la política con la agresión o vamos a buscar la paz y solucionar
174.06,177.29999999999998, los problemas esa la discusión la violencia en la argentina la
177.29999999999998,182.1, agresión las peleas llevan no sé 80 años y mirá cómo estamos
182.1,184.5, tenemos que decidir queremos más violencia o queremos
184.5,187.33999999999997, educación queremos más violencia o queremos desarrollo de
187.33999999999997,190.94, estabilidad yo creo que la consigna es paz carlos necesitamos
190.98,195.14, bajar los decibeles tranquilidad en la argentina para solucionar
195.14,199.14, los problemas no se solucionan con más violencia gritándose
199.14,203.14, unos con otros los insultos esto que el que no piensa como yo
203.14,205.78, es un enemigo que hay que matarlo basta de eso mirá
205.78,209.98, mirá dónde estamos julio roca cuando asumió su primer
209.98,215.22, discurso en el 80 el slogan fue pase administración
215.22,218.66, ahora patricia bull rich pasa que pase administración a mí me
218.82,222.02, con nota es administrar lo que tenemos y eso en la argentina
222.02,225.82, nos alcance estamos paz y desarrollo o sea paz y crecimiento
225.82,229.1, paz y progreso eso lo que necesitamos no es administrar
229.1,231.7, lo que tenemos ahora vos en la campaña que estás en la
231.7,234.5, campaña te vas a encontrar cada vez más claramente con un
234.5,239.42, discurso de patricia bull rich que compite dentro de de de
239.42,241.82, juntos por el cambio por la candidatura presidencial son
241.82,246.22, los dos candidatos digamos magnitios que ella te va a decir
246.38,250.82, bueno pero con ese argumento del consenso de la paz de de
250.82,254.02, tranquilizar para cambiar no se cambia porque necesita
254.02,257.26, conflictos y necesita romper se necesita pelear ochenta años
257.26,260.9, de conflictos ochenta años de pelea ochenta años de violencia
260.9,264.14, y mirar resultado vamos a insistir con lo mismo carlos
264.14,267.34, acá hay que decidir o vamos por la violencia y la agresión
267.34,269.58, como viene siendo la política argentina del último casi
269.58,274.06, siglo o cambiamos yo doy esa discusión yo quiero paz para
274.22,277.66, los argentinos paz y solucionan los problemas no es una paz
277.66,280.86, estable no es sólo paz y administración es paz y desarrollo
280.86,284.18, eso es lo que la argentina necesita en esta nueva era y yo
284.18,288.02, trabajo para eso ya uno puede ver la gestión de la ciudad
288.02,290.7, con transformación constante algunos dramas de acuerdo
290.7,293.06, otro menos lo que nadie puede negar es el cambio enorme
293.06,295.38, que viene habiendo en la ciudad de Buenos Aires desde hace
295.38,299.54, muchos años eso es en lo que yo creo paz y transformación
299.54,302.46, ahora que hablas de violencia y agresión algo la última
303.21999999999997,306.85999999999996, porque más la violencia se retroalimenta con el populismo
306.85999999999996,310.26, el populismo necesita de la violencia para vivir
310.26,315.09999999999997, entonces estas décadas últimas populista que vivimos en la
315.09999999999997,318.29999999999995, argentina están muy fogonías por la violencia el populismo
318.29999999999995,320.97999999999996, genera violencia y hay casos extremos como de venezuela
320.97999999999996,324.78, por ejemplo sea la violencia retroalimenta el populismo
324.78,329.26, basta el populismo de la argentina paz paz y desarrollo
329.26,331.85999999999996, eso es lo que la argentina necesita alguien te diría y si
331.98,334.62, te agreden porque probablemente te agredan pero mi
334.62,337.38, convicción de la paz no cambia por lo que haga el otro que
337.38,339.78000000000003, quiere decir eso que si yo no creo en la violencia viene
339.78000000000003,343.82, otro y se y te agrede que voy a cambiar mi convicción porque
343.82,347.22, lo que haga el otro no parece moro chomar que si yo tengo
347.22,349.54, mis valores pues si quiero entrar me otros traigamelos no es
349.54,352.38, así carlos uno tiene sus convicciones y sus convicción
352.38,355.38, no dependen de como el otro actúe porque sino no son
355.38,358.26, convicciones son comeria en eso uno se acomoda esa es mi
358.26,361.38, convicción y no va a cambiar porque el otro agreda porque
361.5,363.78, agresión tras agresión es la historia argentina de los
363.78,366.34, últimos ochenta años y eso es lo que tenemos que cambiar
367.06,371.42, paz paz y solucionar los problemas paz y gestión
371.42,375.14, paz y trabajo y más trabajo insisto mi no es la solución
375.14,377.62, en los aires yo sé que ningún caso es comparable con
377.62,379.98, otro pero vemos con esta que tu hemos hecho una
379.98,382.02, transformación enorme histórica que todo el mundo
382.02,384.38, valora y ve te hago la última pregunta que tiene que ver
384.38,387.46, con la capital mucha gente dice bueno macri se
387.58,390.82, bajó de la candidatura pero antes seguramente un tipo que
390.82,393.58, entiende tanto de poder de negociaciones y todo se
393.58,396.41999999999996, garantizó un interés que es el único interés que yo
396.41999999999996,399.14, veo que el manifiesta expresamente que su primo
399.14,404.53999999999996, sea tu sucesor hubo una reunión con vos el viernes y
404.53999999999996,407.74, mucha gente dice bueno ahí estuvo la negociación y yo
407.74,410.78, decía recién la introducción y por eso me estoy
410.78,414.34, tradicionando no le puedo preguntar esto Horacio porque
414.34,417.02, él no me va a poder contestar y me dice si fue así se le
417.18,419.9, armó con gusto un lio con carrio etcétera cómo está
419.9,422.65999999999997, todo ese tema no fue así te contesto te contigo ningún
422.65999999999997,426.14, problema en contestarte no fue así quedamos con él
426.14,428.74, trabajar ver los candidatos del pro obviamente tanto él
428.74,431.26, como yo le vamos a dar preminencia a los candidatos
431.26,433.7, del pro que dentro de juntos por el cambio de nuestro partido
433.7,436.65999999999997, en eso coincidimos coincidimos también en ver
436.65999999999997,438.9, cuál de los candidatos estará mejor posicionado que
438.9,440.82, tampoco es hoy falta en todavía tres meses para el
440.82,444.21999999999997, cierre lista está además de Jorge Macri está
444.38000000000005,447.90000000000003, que es un lujo como ministro de salud y soledad cuña que
447.90000000000003,450.70000000000005, fue la ministra que defendió las escuelas abiertas como
450.70000000000005,453.34000000000003, mencioné Jorge que fue interrente Vicente López
453.34000000000003,455.56, hay candidatos del radicalismo como lo que
455.56,458.42, ayudas o lo perjudicás recordando que fue
458.42,461.3, intentante Vicente López no no no no
461.3,463.34000000000003, le hizo un buen lago el pas se dijo no pero
463.34000000000003,465.86, hizo un buen trabajo no no lo valoro como
465.86,469.5, intendente porque una experiencia puede haber algún
469.5,472.90000000000003, candidato de la colisión cívica puede estar el mismo
472.9,474.9, López murfi dijo que es el candidato robert
474.9,477.38, gracia moritan dentro de juntos por el cambio de varios
477.38,480.17999999999995, si si los nombres si si perdón lo nombre dentro del radicalismo
480.17999999999995,484.02, te hago una última pregunta sobre este tema porque no
484.02,487.34, quiero enredarte con estos temas vale vos te imaginás
487.34,490.09999999999997, por ejemplo una elección para aquellos que van
490.09999999999997,491.94, muy debilitados por no tener un gran candidato a
491.94,494.14, presidente el cual colgarse donde puede haber dos urnas
494.14,496.73999999999995, por ejemplo una que se vota la elección local y
496.73999999999995,498.7, otra en la que se vota la bien está definido
498.7,501.46, tenemos tiempo todavía para definir eso se puede
502.21999999999997,504.21999999999997, estudiar eso es una alternativa si el tema la
504.21999999999997,506.38, fecha también es una alternativa de hablarla
506.38,508.02, si yo estiendo a creer que no hay que hacer y
508.02,510.02, la votar a la gente tantas veces pero también
510.02,511.9, hay otro argumento que es defender la autonomía
511.9,513.9, la ciudad y que haya un día donde se discute sobre la ciudad
513.9,516.38, list pero si el con vamos a otro pero yo creo
516.38,518.66, Carlos que todo eso no cambia mucho la fecha
518.66,520.5799999999999, las urnas todo eso por eso por eso siento que la
520.5799999999999,524.02, gente valora el trabajo que venimos en la ciudad
524.02,526.1, y va a votar por la continuidad de que se
526.1,528.38, siga trabajando en la misma línea independientemente
528.7,530.38, y no se va a votar por la fecha urna
530.38,533.78, sistema cuando uno mira como está la economía
533.78,536.22, y la proyecta hacia el futuro hacia el año que
536.22,539.18, viene dice mucho no va a cambiar es probable
539.18,541.22, que hasta empeores digamos no no va a haber un
541.22,543.58, gran ingreso de dólares con el tiempo puede
543.58,545.78, suceder de acá a fin de año no no de acá
545.78,548.02, y estoy imaginado todo el dos mil veinticuatro
548.02,553.98, más aún si hay que empezar a corregir cosas hay
553.98,556.62, que tomar medidas que van a ser dolorosa
556.62,558.82, y no se va a hacer un cambio de manera
558.82,562.94, importante al comienzo haya más inflación
562.94,567.1, y no menos una devaluación va a producir
567.1,569.1, más restricciones a las importaciones
569.1,572.34, probablemente se mantenga la recesión y ahí
572.34,575.46, te pongo frente a dos modelos de conducta
575.46,579.26, uno es el de menem que decía si contaba
579.26,582.46, lo que iba a hacer no me vota nadie y el
582.46,586.1, otro esto se lo escuché al final del
586.22,590.9, video que me daba esta explicación los
590.9,593.34, ajustes que hicimos la política económica
593.34,594.94, que hicimos no estaba en el contrato con la
594.94,597.58, gente la gente creía que solamente
597.58,600.1800000000001, veníamos a sacar al kirchnerismo no
600.1800000000001,602.5400000000001, estaba explice nadie preparó la gente
602.5400000000001,605.4200000000001, para esto que había que hacer con cual
605.4200000000001,607.26, de los dos estrategias de sentismas
607.26,609.38, cómodo con decir lo que hay que hacer
609.38,611.38, y preparar para cosas que van a ser
611.38,614.5, relativamente dolorosas y que dirías en
614.54,618.14, ese caso o tratar de no dar muchas malas
618.14,619.86, noticias porque la gente lo único que
619.86,621.78, quiere parar de sufrir y cuando llegue
621.78,624.1, el momento bueno explicar bueno primero
624.1,625.78, Carlos las malas noticias ya las tenemos
625.78,626.9, no tenemos que esperar el próximo
626.9,628.82, gobierno para dar malas noticias
628.82,630.1, estamos arriba 100 por ciento de
630.1,632.9, inflación 40 por ciento de pobreza se
632.9,635.14, corta la luz una semana la gente no hay
635.14,636.58, inversión no hay dólares en el banco
636.58,638.86, central vamos a una recesión de tres
638.86,640.74, cuatro puntos el producto no es que hay
640.74,643.18, que presagiar malas noticias las malas
643.2199999999999,645.9399999999999, noticias ya están hoy primero segundo
645.9399999999999,648.66, tenemos que una visión de largo plazo
648.66,650.8199999999999, por una vez en la argentina no pensar
650.8199999999999,652.3, solamente lo que pasa el primer mes y el
652.3,654.3, primer día sino pensar una argentina
654.3,657.62, de 20 años la argentina lo como haces
657.62,659.5799999999999, para que yo te banque los primeros
659.5799999999999,662.66, seis meses porque van a ser de cosas
662.66,664.9, porque Carlos no agradable primero ya
664.9,666.6999999999999, estamos mal si vos me dijeras estamos
666.6999999999999,668.3399999999999, en un paraíso y vamos a estar mal
668.3399999999999,670.5799999999999, vos y bueno no porque ya la gente lo
670.5799999999999,672.78, sufre hoy no hay que esperar el próximo
672.8199999999999,674.62, gobierno la gente ya se ya hoy sufre en
674.62,676.98, carne viva el no poder ir al supermercado
676.98,679.78, por no ser cuánta plata va necesita o el
679.78,681.26, comerciante que vende y cuando va a
681.26,683.14, reponerte paga más caro que lo que
683.14,684.74, vende o sea perdió plata en cada venta
684.74,686.78, pierden plata la gente no le alcalce el
686.78,688.5, sueldo ni pal día 15 del mes
688.5,690.5, entonces ya hoy estamos sufriendo eso
690.5,692.38, lo que tenemos que trazar es un plan
692.38,695.22, integral no hay una medida no es un
695.22,697.5799999999999, parche no es una variable hoy la
697.5799999999999,699.1, argentina tiene una gran oportunidad
699.1,700.9, porque el mundo necesita nuestros
